bgs,bgs (2),bgs (3),bgs (4),bgs (5),bgs (6),bgs (7),bgs (8),bgs (9),bgs (10),bgs (11),bgs (12),bgs (13),sp_wt,news-item,news-item (2),news-item (3),news-item (4),news-item (5),news-item (6),news-item (7),news-item (8),news-item (9),news-item (10),news-item (11),news-item (12),news-item (13)
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02015,121.60,40.00,2024-10,7.96,7.56,1.04,0.197,0.013,0.003
渤海,辽宁,大连,LNB02016,121.21,39.59,2024-10,7.86,7.15,1.01,0.147,0.012,0.004,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02017,121.19,39.45,2024-10,7.83,7.30,0.77,0.153,0.015,0.005
渤海,辽宁,大连,LNB02018,121.40,39.31,2024-10,8.01,7.78,0.84,0.087,0.008,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02019,121.52,39.12,2024-10,8.08,8.47,0.86,0.147,0.014,未检出
渤海,辽宁,大连,LNB02020,121.21,38.99,2024-10,8.05,8.30,0.83,0.128,0.021,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02021,120.99,38.94,2024-10,7.94,7.72,0.72,0.113,0.015,未检出
渤海,辽宁,大连,LNB02022,121.06,38.80,2024-10,7.97,7.08,0.70,0.078,0.012,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02035,121.41,39.94,2024-10,8.00,7.57,1.25,0.180,0.012,0.005
渤海,辽宁,大连,LNB02036,121.11,38.75,2024-10,8.04,7.32,0.68,0.059,0.008,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02037,121.40,39.13,2024-10,8.13,8.09,0.81,0.173,0.015,未检出
渤海,辽宁,大连,LNB02038,121.25,39.48,2024-10,7.92,7.45,1.04,0.162,0.016,0.008,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,大连,LNB02039,121.81,40.04,2024-11,7.83,8.30,1.12,0.294,0.026,0.009
渤海,辽宁,大连,LNB02040,121.09,38.87,2024-10,7.91,7.31,0.87,0.094,0.014,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,大连,LNB02041,121.30,38.98,2024-11,8.06,8.50,1.04,0.240,0.030,未检出
渤海,辽宁,大连,LNB02042,121.53,39.26,2024-10,7.96,7.71,0.82,0.175,0.023,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02043,121.31,39.38,2024-10,8.00,7.82,0.82,0.110,0.010,未检出
渤海,辽宁,大连,LNB02044,121.33,39.62,2024-10,7.83,7.60,1.20,0.204,0.016,0.003,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,大连,LNB02045,121.43,39.78,2024-10,7.88,7.05,0.90,0.205,0.013,0.005
渤海,辽宁,大连,LNB02046,121.17,39.33,2024-10,7.97,7.90,0.87,0.131,0.011,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02047,121.67,40.09,2024-10,7.96,7.40,0.60,0.183,0.013,0.005
渤海,辽宁,大连,LNB02048,120.89,38.99,2024-10,7.95,7.59,0.46,0.079,0.013,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02049,121.13,38.55,2024-10,7.96,7.60,0.55,0.051,0.007,0.007
渤海,辽宁,大连,LNB02050,121.66,39.33,2024-10,8.12,9.08,1.21,0.072,0.007,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,大连,LNB02051,121.10,39.01,2024-11,8.02,8.25,0.67,0.132,0.026,未检出
渤海,辽宁,大连,LNB02052,121.58,39.23,2024-10,7.97,8.25,1.01,0.097,0.010,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,大连,LNB02053,121.21,39.17,2024-10,8.00,7.91,0.78,0.138,0.015,0.002
渤海,辽宁,大连,LNB02054,121.25,39.46,2024-10,7.82,7.33,0.96,0.163,0.027,0.004,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,大连,LNB02055,121.46,39.07,2024-10,8.06,8.34,0.89,0.164,0.016,未检出
渤海,辽宁,大连,LNB02056,121.58,39.16,2024-11,8.14,9.61,0.94,0.232,0.029,0.002,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02004,123.02,39.63,2024-10,8.03,8.23,0.64,0.246,0.011,0.011
黄海,辽宁,大连,LNH02006,123.14,39.28,2024-10,8.10,6.58,0.77,0.042,0.007,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02007,122.75,39.22,2024-10,7.94,7.21,0.70,0.121,0.020,0.005
黄海,辽宁,大连,LNH02009,121.95,38.96,2024-10,8.16,6.85,0.80,0.052,0.008,0.007,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02010,121.76,38.94,2024-10,7.95,7.39,0.66,0.061,0.011,未检出
黄海,辽宁,大连,LNH02011,122.40,38.90,2024-10,8.12,6.31,0.61,0.056,0.010,0.007,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02012,121.91,38.68,2024-10,7.98,7.52,0.47,0.044,0.004,未检出
黄海,辽宁,大连,LNH02014,121.36,38.54,2024-10,8.03,7.76,0.61,0.049,0.005,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02023,121.19,38.70,2024-10,8.03,7.68,0.69,0.027,0.004,0.001
黄海,辽宁,大连,LNH02024,121.35,38.79,2024-10,8.01,7.43,0.57,0.066,0.014,0.011,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02025,121.56,38.84,2024-10,7.98,7.44,0.56,0.070,0.010,未检出
黄海,辽宁,大连,LNH02026,121.67,38.95,2024-10,7.99,7.98,0.87,0.094,0.008,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02027,121.76,38.99,2024-10,7.98,7.71,0.66,0.052,0.007,未检出
黄海,辽宁,大连,LNH02028,121.82,38.86,2024-10,7.98,7.46,0.59,0.055,0.009,0.001,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02029,121.89,39.01,2024-10,8.12,7.49,0.73,0.036,0.004,0.007
黄海,辽宁,大连,LNH02030,121.95,39.01,2024-10,7.93,7.17,0.70,0.074,0.014,0.008,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02031,122.21,39.16,2024-10,7.99,7.37,0.63,0.153,0.022,0.005
黄海,辽宁,大连,LNH02032,122.36,39.30,2024-10,7.98,7.24,0.76,0.148,0.025,0.009,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02033,122.67,39.47,2024-10,7.90,8.35,0.82,0.198,0.029,0.010
黄海,辽宁,大连,LNH02034,123.37,39.70,2024-11,8.18,9.14,1.38,0.201,0.011,0.005,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02057,122.00,38.42,2024-10,8.01,7.82,0.64,0.039,0.005,未检出
黄海,辽宁,大连,LNH02058,123.08,38.43,2024-10,8.15,6.99,0.69,0.033,0.004,0.006,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02059,121.75,38.78,2024-10,8.04,7.52,0.56,0.049,0.008,未检出
黄海,辽宁,大连,LNH02060,121.63,38.50,2024-10,7.99,7.66,0.54,0.044,0.005,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02061,123.31,39.42,2024-10,8.08,6.56,0.67,0.029,0.005,0.004
黄海,辽宁,大连,LNH02062,123.33,38.92,2024-10,8.14,7.19,0.69,0.017,0.002,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02063,122.61,39.43,2024-10,7.90,8.62,0.95,0.207,0.029,0.008
黄海,辽宁,大连,LNH02064,122.39,39.32,2024-10,7.88,7.40,0.70,0.131,0.024,0.016,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02065,121.98,39.02,2024-10,7.93,6.96,0.67,0.078,0.013,0.011
黄海,辽宁,大连,LNH02066,121.68,38.86,2024-10,8.00,7.55,0.59,0.086,0.025,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02067,121.60,38.85,2024-10,7.97,7.52,0.59,0.077,0.010,未检出
黄海,辽宁,大连,LNH02068,122.84,39.54,2024-10,7.99,8.34,0.91,0.121,0.018,0.011,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02069,122.19,39.20,2024-10,7.93,7.40,0.71,0.151,0.020,0.009
黄海,辽宁,大连,LNH02070,121.51,38.81,2024-10,7.94,7.41,0.57,0.072,0.010,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02071,121.40,38.79,2024-10,7.96,7.36,0.55,0.135,0.011,未检出
黄海,辽宁,大连,LNH02072,121.29,38.69,2024-10,8.03,7.75,0.91,0.029,0.004,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02073,122.00,38.92,2024-10,8.22,7.37,0.86,0.030,0.005,0.009
黄海,辽宁,大连,LNH02074,122.66,39.38,2024-10,7.91,8.22,0.90,0.129,0.025,0.017,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02075,123.06,39.52,2024-10,8.08,6.89,0.70,0.062,0.010,0.005
黄海,辽宁,大连,LNH02076,123.37,39.60,2024-10,8.23,7.92,0.98,0.015,0.002,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02077,123.18,39.67,2024-11,8.10,8.60,1.21,0.296,0.028,0.016
黄海,辽宁,大连,LNH02078,122.37,39.13,2024-10,8.06,6.17,0.76,0.131,0.020,0.008,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02079,122.26,38.98,2024-10,8.08,6.46,0.87,0.093,0.012,0.007
黄海,辽宁,大连,LNH02080,121.57,38.67,2024-10,8.02,7.80,0.57,0.059,0.006,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02081,123.50,39.76,2024-11,8.16,9.23,1.35,0.254,0.015,0.008
黄海,辽宁,大连,LNH02082,122.48,39.25,2024-10,7.96,6.20,0.64,0.201,0.024,0.011,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02083,123.34,39.72,2024-11,8.19,9.64,1.40,0.262,0.013,0.006
黄海,辽宁,大连,LNH02084,122.49,39.37,2024-10,7.94,7.70,0.70,0.168,0.025,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02085,123.23,39.55,2024-10,8.11,6.86,0.65,0.038,0.004,0.010
黄海,辽宁,大连,LNH02086,122.97,39.39,2024-10,8.02,8.27,0.88,0.046,0.012,0.009,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02087,123.36,39.28,2024-10,8.08,6.37,0.63,0.044,0.010,0.007
黄海,辽宁,大连,LNH02088,123.14,39.40,2024-10,8.04,7.84,1.03,0.082,0.011,0.007,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02089,122.50,39.13,2024-10,8.08,6.15,0.60,0.124,0.019,0.007
黄海,辽宁,大连,LNH02090,122.11,39.03,2024-10,7.96,7.36,0.75,0.124,0.020,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,黄海,辽宁,大连,LNH02091,121.46,38.60,2024-10,8.01,7.90,0.66,0.050,0.008,未检出
黄海,辽宁,大连,LNH02092,123.42,39.45,2024-10,8.13,6.72,0.62,0.019,0.004,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,黄海,辽宁,大连,LNH02093,122.60,39.24,2024-10,8.01,6.38,0.60,0.160,0.024,0.006
黄海,辽宁,大连,LNH02094,122.93,39.06,2024-10,8.07,6.24,0.77,0.050,0.010,0.007,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,黄海,辽宁,大连,LNH02095,123.28,39.73,2024-11,8.06,8.52,1.12,0.394,0.029,0.007
黄海,辽宁,大连,LNH02096,122.09,39.06,2024-10,7.92,7.35,0.69,0.111,0.019,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,渤海,辽宁,营口,LNB08001,122.13,40.65,2024-10,7.80,8.57,2.72,1.200,0.041,0.009
渤海,辽宁,营口,LNB08002,121.83,40.24,2024-10,7.98,7.44,0.92,0.254,0.014,0.006,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,渤海,辽宁,营口,LNB08003,122.15,40.37,2024-11,7.90,7.84,1.92,0.462,0.031,0.011
渤海,辽宁,营口,LNB08004,122.07,40.27,2024-10,7.83,8.05,0.72,0.470,0.040,0.011,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,渤海,辽宁,营口,LNB08005,121.98,40.14,2024-11,7.80,8.36,1.84,0.437,0.025,0.002
渤海,辽宁,营口,LNB08006,121.91,40.45,2024-10,8.00,7.57,1.44,0.232,0.011,0.011,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,营口,LNB08007,121.93,40.16,2024-11,7.85,8.17,1.44,0.283,0.023,0.003
渤海,辽宁,营口,LNB08008,122.16,40.44,2024-11,7.85,7.72,1.68,0.475,0.029,0.012,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,渤海,辽宁,营口,LNB08009,122.22,40.51,2024-11,7.80,7.92,1.68,0.921,0.041,0.008
渤海,辽宁,营口,LNB08010,122.05,40.48,2024-10,8.10,8.11,1.56,0.464,0.025,0.005,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,营口,LNB08011,121.96,40.36,2024-10,8.06,7.80,1.16,0.285,0.014,0.003
渤海,辽宁,营口,LNB08012,121.70,40.22,2024-10,7.97,7.56,1.04,0.186,0.013,0.012,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,渤海,辽宁,盘锦,LNB12001,121.82,40.83,2024-11,7.91,9.72,2.48,2.368,0.045,0.009
渤海,辽宁,盘锦,LNB12002,121.77,40.65,2024-10,8.06,8.04,1.96,1.012,0.029,0.008,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,渤海,辽宁,盘锦,LNB12003,121.99,40.64,2024-10,7.85,8.48,1.04,0.833,0.041,0.005
渤海,辽宁,盘锦,LNB12004,121.73,40.77,2024-10,7.85,8.00,1.92,1.307,0.045,0.008,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,渤海,辽宁,盘锦,LNB12005,121.63,40.69,2024-10,8.24,8.90,1.96,0.434,0.005,0.009
渤海,辽宁,盘锦,LNB12006,121.70,40.59,2024-10,8.24,8.44,1.92,0.290,0.008,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,盘锦,LNB12007,121.85,40.59,2024-10,8.13,9.21,1.92,0.294,0.008,0.006
渤海,辽宁,盘锦,LNB12008,121.94,40.74,2024-10,8.01,8.44,1.68,0.772,0.026,0.007,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,锦州,LNB07001,121.31,40.84,2024-10,7.90,8.53,1.44,0.277,0.008,0.006
渤海,辽宁,锦州,LNB07002,121.45,40.80,2024-10,7.92,8.90,1.44,0.456,0.005,0.006,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,锦州,LNB07003,121.05,40.79,2024-10,7.80,7.44,0.40,0.164,0.014,0.005
渤海,辽宁,锦州,LNB07004,121.26,40.69,2024-10,8.05,8.18,1.96,0.111,0.002,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,渤海,辽宁,锦州,LNB07005,121.51,40.78,2024-10,8.05,9.17,1.84,0.731,0.005,0.003
渤海,辽宁,锦州,LNB07006,121.43,40.63,2024-10,8.05,7.97,1.36,0.141,0.005,0.003,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,锦州,LNB07007,121.18,40.81,2024-10,8.01,9.29,1.36,0.123,0.004,0.005
渤海,辽宁,锦州,LNB07008,121.38,40.74,2024-10,8.13,8.05,1.64,0.217,0.005,0.006,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,葫芦岛,LNB16001,120.83,40.47,2024-10,7.85,7.75,0.76,0.207,0.014,0.002
渤海,辽宁,葫芦岛,LNB16002,120.36,40.00,2024-10,8.18,7.79,1.22,0.069,0.004,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,葫芦岛,LNB16003,121.05,40.70,2024-10,7.97,8.01,1.80,0.239,0.006,0.007
渤海,辽宁,葫芦岛,LNB16004,120.85,40.66,2024-10,7.90,8.06,1.56,0.124,0.004,0.003,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,葫芦岛,LNB16005,120.70,40.48,2024-10,7.84,7.84,1.08,0.204,0.012,0.007
渤海,辽宁,葫芦岛,LNB16006,120.55,40.27,2024-10,8.10,8.23,1.08,0.197,0.005,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,葫芦岛,LNB16007,120.32,40.15,2024-10,8.29,8.90,1.02,0.018,0.005,0.002
渤海,辽宁,葫芦岛,LNB16008,119.98,40.04,2024-10,8.24,8.17,1.06,0.068,0.004,0.003,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,葫芦岛,LNB16009,120.65,40.17,2024-10,8.17,7.90,1.08,0.110,0.005,未检出
渤海,辽宁,葫芦岛,LNB16010,121.09,40.58,2024-10,7.96,7.86,1.16,0.134,0.007,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,葫芦岛,LNB16011,119.93,40.01,2024-10,8.21,8.09,1.36,0.039,0.004,未检出
渤海,辽宁,葫芦岛,LNB16012,120.20,39.91,2024-10,8.21,7.73,1.21,0.034,0.005,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,葫芦岛,LNB16013,120.80,40.28,2024-10,8.15,7.85,1.50,0.134,0.004,未检出
渤海,辽宁,葫芦岛,LNB16014,120.10,40.07,2024-10,8.24,8.11,1.48,0.017,0.004,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,葫芦岛,LNB16015,120.87,40.59,2024-10,7.93,8.09,1.40,0.213,0.008,0.004
渤海,辽宁,葫芦岛,LNB16016,120.70,40.40,2024-10,8.06,7.92,1.44,0.262,0.004,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,辽宁,葫芦岛,LNB16017,121.02,40.75,2024-10,8.02,8.12,1.96,0.216,0.004,0.006
渤海,辽宁,葫芦岛,LNB16018,120.45,40.14,2024-10,8.23,8.32,1.15,0.040,0.005,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,葫芦岛,LNB16019,120.24,40.03,2024-10,8.28,8.38,1.38,0.017,0.006,未检出
渤海,辽宁,葫芦岛,LNB16020,120.97,40.63,2024-10,7.98,8.06,1.72,0.159,0.006,0.006,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,辽宁,葫芦岛,LNB16021,120.68,40.28,2024-10,8.15,7.90,1.13,0.144,0.012,0.002
渤海,河北,秦皇岛,HBB03001,119.71,39.92,2024-10,8.25,9.23,1.23,0.006,0.003,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,河北,秦皇岛,HBB03002,119.56,39.85,2024-10,8.21,9.78,1.22,0.030,0.006,未检出
渤海,河北,秦皇岛,HBB03003,119.78,39.73,2024-10,8.09,7.71,1.29,0.168,0.008,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,河北,秦皇岛,HBB03004,119.33,39.51,2024-10,8.00,8.02,1.20,0.167,0.007,0.003
渤海,河北,秦皇岛,HBB03005,119.39,39.71,2024-10,8.16,8.81,1.18,0.245,未检出,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,河北,秦皇岛,HBB03006,119.52,39.75,2024-10,8.19,8.77,1.10,0.063,0.004,未检出
渤海,河北,秦皇岛,HBB03007,119.85,39.94,2024-10,8.26,7.78,1.27,0.012,0.004,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,河北,秦皇岛,HBB03008,119.79,39.94,2024-10,8.26,8.73,1.16,0.015,0.005,未检出
渤海,河北,秦皇岛,HBB03009,119.66,39.88,2024-10,8.31,8.79,1.20,0.009,0.005,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,河北,秦皇岛,HBB03010,119.52,39.78,2024-10,8.08,8.36,1.20,0.083,0.004,未检出
渤海,河北,唐山,HBB02001,118.98,39.15,2024-11,8.20,8.61,1.94,0.287,0.027,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,河北,唐山,HBB02002,119.41,39.15,2024-11,8.17,7.29,0.86,0.128,0.009,0.007
渤海,河北,唐山,HBB02003,118.39,38.97,2024-11,8.14,7.93,1.64,0.296,0.017,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,河北,唐山,HBB02004,118.66,39.08,2024-11,8.16,7.55,1.59,0.242,0.021,0.007
渤海,河北,唐山,HBB02005,118.62,38.91,2024-11,8.13,7.63,1.76,0.238,0.021,0.006,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,河北,唐山,HBB02006,119.48,39.34,2024-11,8.16,8.41,0.93,0.205,0.014,0.008
渤海,河北,唐山,HBB02007,118.99,39.00,2024-11,8.15,7.62,1.39,0.217,0.012,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,河北,唐山,HBB02008,118.50,38.83,2024-11,8.23,7.82,1.14,0.292,0.015,0.007
渤海,河北,唐山,HBB02009,118.04,39.10,2024-11,8.21,7.66,1.77,0.298,0.013,0.006,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,渤海,河北,唐山,HBB02010,119.26,39.13,2024-11,8.18,7.99,1.49,0.174,0.011,0.007
渤海,河北,唐山,HBB02011,118.24,38.81,2024-11,8.16,7.48,1.67,0.233,0.016,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,河北,唐山,HBB02012,118.88,39.10,2024-11,8.28,8.35,1.93,0.269,0.021,0.007
渤海,河北,唐山,HBB02013,118.74,38.99,2024-11,8.20,7.42,1.78,0.211,0.017,0.006,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,河北,唐山,HBB02014,118.15,38.93,2024-11,8.18,7.11,1.66,0.275,0.016,0.007
渤海,河北,唐山,HBB02015,119.17,39.30,2024-11,8.10,7.60,1.50,0.292,0.015,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,河北,唐山,HBB02016,118.35,39.00,2024-11,8.15,8.14,1.22,0.295,0.028,0.005
渤海,河北,唐山,HBB02017,118.15,39.04,2024-11,8.19,8.01,1.35,0.289,0.011,0.006,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,天津,滨海新区,TJB02002,118.00,39.08,2024-11,8.25,7.83,1.66,0.225,0.009,0.006
渤海,天津,滨海新区,TJB02005,118.00,38.92,2024-11,8.24,7.72,1.40,0.208,0.009,0.006,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,渤海,天津,滨海新区,TJB02006,117.80,38.81,2024-11,8.20,11.22,1.64,0.344,0.005,0.026
渤海,天津,滨海新区,TJB02008,118.09,38.68,2024-11,8.14,9.64,1.26,0.285,0.012,0.004,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,天津,滨海新区,TJB02011,118.01,39.15,2024-11,8.25,8.43,1.65,0.209,0.016,0.006
渤海,天津,滨海新区,TJB02012,117.77,38.67,2024-11,8.33,10.76,1.43,0.294,0.002,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,渤海,天津,滨海新区,TJB02013,117.97,39.13,2024-11,8.31,8.21,1.60,0.297,0.010,0.006
